"mean.relief","sd.relief","Sample","fov.Limited","fov.Open","rock","macroalgae","hard.corals","sand","reef"
2.21666666666667,0.624208181892657,"NOR2S.6",0,100,0.475,0.025,0.5,0,1
2.25,0.493288286231625,"NOR3S.1",2,98,0.302631578947368,0,0.697368421052632,0,1
2.28712871287129,0.588840108405777,"NOR3S.2",0,100,0.445544554455446,0,0.554455445544555,0,1
2.1063829787234,0.557800694864243,"NOR3S.3",2,98,0.5,0,0.5,0,1
2.26595744680851,0.46779123904905,"NOR3S.4",2,98,0.425531914893617,0,0.574468085106383,0,1
2.34343434343434,0.771449948931525,"NOR3S.5",0.5,99.5,0.555555555555556,0,0.444444444444444,0,1
2.2020202020202,0.451297403633668,"NOR3S.6",0,100,0.464646464646465,0,0.535353535353535,0,1
1.59259259259259,0.809257615684121,"PIL1.1",0,100,0.0925925925925926,0.203703703703704,0.37037037037037,0.333333333333333,0.666666666666667
1.31192660550459,0.997192797830415,"PIL1.2",0,100,0.100917431192661,0.155963302752294,0.256880733944954,0.486238532110092,0.513761467889908
1.44827586206897,1.04127703857545,"PIL1.3",3,97,0.206896551724138,0.163793103448276,0.181034482758621,0.448275862068966,0.551724137931034
1.90434782608696,0.917413536663812,"PIL1.4",0,100,0.226086956521739,0.121739130434783,0.365217391304348,0.28695652173913,0.71304347826087
2.07936507936508,0.765278245901968,"PIL1.5",3,97,0.23015873015873,0.373015873015873,0.222222222222222,0.174603174603175,0.825396825396825
1.81443298969072,0.83329037689972,"PIL1.6",2,98,0.45360824742268,0.0927835051546392,0.237113402061856,0.216494845360825,0.783505154639175
1.51851851851852,0.936897954837013,"PIL2.1",0,100,0.209876543209877,0.0864197530864197,0.234567901234568,0.469135802469136,0.530864197530864
1.59574468085106,0.953985966581148,"PIL2.2",0,100,0.276595744680851,0.180851063829787,0.191489361702128,0.351063829787234,0.648936170212766
1.84615384615385,0.815954957928868,"PIL2.3",1.5,98.5,0.384615384615385,0.162393162393162,0.222222222222222,0.230769230769231,0.769230769230769
1.58904109589041,0.830589088779031,"PIL2.4",0,100,0.219178082191781,0.246575342465753,0.219178082191781,0.315068493150685,0.684931506849315
1.82178217821782,0.876310899212836,"PIL2.5",9,91,0.099009900990099,0.227722772277228,0.435643564356436,0.237623762376238,0.762376237623762
2.01980198019802,1.06752234655582,"PIL2.6",0,100,0.257425742574257,0.356435643564356,0.0891089108910891,0.297029702970297,0.702970297029703
1.80666666666667,1.26223763526315,"POL3W.1",0,100,0.5,0.12,0.0866666666666667,0.293333333333333,0.706666666666667
1.84563758389262,0.867777778680983,"POL3W.2",0,100,0.583892617449664,0.0469798657718121,0.221476510067114,0.147651006711409,0.852348993288591
1.68275862068966,0.761061468862387,"POL3W.3",0,100,0.744827586206897,0.0206896551724138,0.137931034482759,0.096551724137931,0.903448275862069
1.4,1.00531133862797,"POL3W.4",0,100,0.458823529411765,0.0941176470588235,0.111764705882353,0.335294117647059,0.664705882352941
1.60666666666667,0.850555812487693,"POL3W.5",0,100,0.446666666666667,0.08,0.286666666666667,0.186666666666667,0.813333333333333
1.4578313253012,0.828305386799251,"POL3W.6",0,100,0.560240963855422,0.0180722891566265,0.240963855421687,0.180722891566265,0.819277108433735
1.61006289308176,0.728375595882821,"POL4W.1",2.5,97.5,0.547169811320755,0.226415094339623,0.0440251572327044,0.182389937106918,0.817610062893082
1.57142857142857,0.713392298408506,"POL4W.2",1,99,0.391304347826087,0.130434782608696,0.0869565217391304,0.391304347826087,0.608695652173913
