3D Point and Length Measurements

Generated: Tuesday, February 12, 2019 13:05:27

Filename	Frame	Time (mins)	Period	Period time (mins)	Length (mm)	Precision (mm)	RMS (mm)	Range (mm)	Direction (deg)	Horz. Dir. (deg)	Vert. Dir. (deg)	Mid X (mm)	Mid Y (mm)	Mid Z (mm)	OpCode	TapeReader	Depth	Comment									Family	Genus	Species	Code	Number	Stage	Activity	Comment	MAD	Incoming
MoOR2S_L461.avi	  39457	  10.9712	1	   1.2429	87.879	5.337	1.048	2075.125	2.106	55.420	14.278	55.499	52.311	-2073.723	MoOR2S	Ellen											Labridae	Stethojulis	bandanensis	37384154	1	AD	Passing			
MoOR2S_L461.avi	  39502	  10.9838	1	   1.2554		8.188	0.158	4182.377	31.146			2160.791	121.654	-3578.890	MoOR2S	Ellen											Acanthuridae	Acanthurus	nigroris	37437015	1	AD	Passing			
MoOR2S_L461.avi	  39534	  10.9927	1	   1.2643	82.438	4.209	4.137	2135.949	6.441	38.722	21.835	-239.075	-15.924	-2122.467	MoOR2S	Ellen											Labridae	Stethojulis	bandanensis	37384154	1	AD	Passing			
MoOR2S_L461.avi	  39537	  10.9935	1	   1.2652	69.276	4.163	1.072	2110.512	4.798	36.131	4.365	174.814	24.658	-2103.116	MoOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MoOR2S_L461.avi	  39545	  10.9957	1	   1.2674	177.979	25.115	0.732	5195.305	24.228	40.091	10.622	2044.797	603.342	-4737.719	MoOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MoOR2S_L461.avi	  39556	  10.9988	1	   1.2704	108.158	10.081	3.962	3856.637	26.260	17.022	15.459	1690.745	230.100	-3458.625	MoOR2S	Ellen											Chaetodontidae	Chaetodon	quadrimaculatus	10000019	1	AD	Passing			
MoOR2S_L461.avi	  39568	  11.0021	1	   1.2738	73.353	2.827	1.389	1785.749	20.751	33.190	13.524	-628.534	72.533	-1669.905	MoOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MoOR2S_L461.avi	  39651	  11.0252	1	   1.2969	72.069	4.512	4.371	3063.042	13.082	12.988	4.820	-646.406	250.598	-2983.553	MoOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MoOR2S_L461.avi	  39690	  11.0360	1	   1.3077	123.356	4.809	2.096	2073.183	18.581	48.590	2.208	-632.431	190.887	-1965.116	MoOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MoOR2S_L461.avi	  39715	  11.0430	1	   1.3146	70.315	1.306	2.232	1606.832	9.026	9.437	3.205	-252.013	6.432	-1586.933	MoOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MoOR2S_L461.avi	  39716	  11.0433	1	   1.3149	46.811	0.975	0.715	1526.655	7.169	1.326	8.807	63.713	-179.549	-1514.720	MoOR2S	Ellen											Labridae	Stethojulis	bandanensis	37384154	1	AD	Passing			
MoOR2S_L461.avi	  39726	  11.0460	1	   1.3177	103.262	1.741	0.978	1925.398	2.206	12.824	0.690	-68.271	28.824	-1923.971	MoOR2S	Ellen											Acanthuridae	Acanthurus	nigroris	37437015	1	AD	Passing			
MoOR2S_L461.avi	  39739	  11.0497	1	   1.3213	77.376	2.556	1.568	1507.149	18.977	49.909	15.327	-483.034	-83.016	-1425.232	MoOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MoOR2S_L461.avi	  39780	  11.0611	1	   1.3327	103.973	1.906	0.719	2109.724	13.818	0.480	13.935	-485.310	135.567	-2048.666	MoOR2S	Ellen											Chaetodontidae	Chaetodon	quadrimaculatus	10000019	1	AD	Passing			
MoOR2S_L461.avi	  39872	  11.0866	1	   1.3583		2.614	0.115	2247.138	25.947			-981.587	67.245	-2020.296	MoOR2S	Ellen											Microdesmidae	Nemateleotris	magnifica	37435008	1	AD	Passing			
MoOR2S_L461.avi	  39973	  11.1147	1	   1.3864	207.075	17.924	1.684	4766.328	28.869	25.840	5.138	2268.154	388.719	-4173.998	MoOR2S	Ellen											Balistidae	Sufflamen	bursa	37465078	1	AD	Passing			
MoOR2S_L461.avi	  40118	  11.1550	1	   1.4267		7.444	2.978	3922.427	21.583			1440.480	102.875	-3646.899	MoOR2S	Ellen											Pomacanthidae	Centropyge	flavissima	37365026	1	AD	Passing			
MoOR2S_L461.avi	  40277	  11.1993	1	   1.4709		23.166	3.636	6972.744	17.146			1762.448	1094.231	-6656.995	MoOR2S	Ellen											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			
MoOR2S_L461.avi	  40485	  11.2571	1	   1.5288	70.240	6.128	1.473	3102.151	29.173	1.190	19.420	1504.891	-147.642	-2708.661	MoOR2S	Ellen											Pomacanthidae	Centropyge	flavissima	37365026	1	AD	Passing			
MoOR2S_L461.avi	  40567	  11.2799	1	   1.5516	106.014	7.533	1.617	3751.282	16.920	18.044	12.605	-793.130	750.254	-3588.897	MoOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MoOR2S_L461.avi	  40667	  11.3077	1	   1.5794		7.305	3.672	3889.336	14.886			-691.011	742.173	-3754.812	MoOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MoOR2S_L461.avi	  41047	  11.4134	1	   1.6850		12.928	0.443	5345.077	13.496			-233.596	1253.705	-5190.713	MoOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MoOR2S_L461.avi	  41398	  11.5110	1	   1.7826		8.501	0.398	4186.176	29.404			-2016.820	415.435	-3644.711	MoOR2S	Ellen											Pomacanthidae	Centropyge	flavissima	37365026	1	AD	Passing			
MoOR2S_L461.avi	  41453	  11.5262	1	   1.7979		10.362	0.485	4611.684	20.017			-1502.516	507.801	-4330.383	MoOR2S	Ellen											Pomacanthidae	Centropyge	flavissima	37365026	1	AD	Passing			
MoOR2S_L461.avi	  41456	  11.5271	1	   1.7987		10.899	1.976	4779.042	27.234			2178.319	218.107	-4248.129	MoOR2S	Ellen											Chaetodontidae	Chaetodon	quadrimaculatus	10000019	1	AD	Passing	same species school (2) B		
MoOR2S_L461.avi	  41456	  11.5271	1	   1.7987		10.937	1.030	4766.841	24.052			1926.480	274.908	-4351.537	MoOR2S	Ellen											Chaetodontidae	Chaetodon	quadrimaculatus	10000019	1	AD	Passing	same species school (2) B		
MoOR2S_L461.avi	  41467	  11.5301	1	   1.8018	66.024	9.538	2.579	3345.435	25.482	33.674	15.560	1435.694	-102.123	-3019.981	MoOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MoOR2S_L461.avi	  41743	  11.6069	1	   1.8785	80.254	3.357	4.200	1651.727	11.797	58.990	21.493	288.255	-175.902	-1616.840	MoOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MoOR2S_L461.avi	  41748	  11.6083	1	   1.8799	54.817	1.717	0.322	1593.503	15.392	21.244	8.730	285.812	-311.751	-1536.351	MoOR2S	Ellen											Labridae	Stethojulis	bandanensis	37384154	1	AD	Passing			
MoOR2S_L461.avi	  41958	  11.6667	1	   1.9383	117.105	15.497	5.259	5651.219	12.563	23.425	42.707	382.286	1168.252	-5515.915	MoOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing		1.06	
MoOR2S_L461.avi	  42013	  11.6820	1	   1.9536	75.090	7.850	6.070	2984.143	17.035	33.950	6.071	-873.349	38.970	-2853.218	MoOR2S	Ellen											Cirrhitidae	Paracirrhites	arcatus	37374009	1	AD	Passing			
MoOR2S_L461.avi	  42064	  11.6961	1	   1.9678	97.529	1.281	0.781	1485.618	17.160	67.371	73.985	370.141	-234.768	-1419.486	MoOR2S	Ellen											Cirrhitidae	Paracirrhites	arcatus	37374009	1	AD	Passing			
MoOR2S_L461.avi	  42228	  11.7417	1	   2.0134	75.137	1.074	3.444	1698.146	7.414	0.199	1.234	-62.268	210.081	-1683.951	MoOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MoOR2S_L461.avi	  42294	  11.7601	1	   2.0318		15.403	3.454	5612.879	23.515			-2139.531	689.578	-5143.083	MoOR2S	Ellen											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			
MoOR2S_L461.avi	  42326	  11.7690	1	   2.0407		5.213	2.234	3250.507	20.826			1150.190	128.702	-3037.482	MoOR2S	Ellen											Cirrhitidae	Paracirrhites	arcatus	37374009	1	AD	Passing			
MoOR2S_L461.avi	  42330	  11.7701	1	   2.0418	107.546	2.678	2.937	3963.527	5.737	0.180	3.521	-191.657	346.743	-3943.677	MoOR2S	Ellen											Acanthuridae	Acanthurus	nigroris	37437015	1	AD	Passing		0.64	
MoOR2S_L461.avi	  42357	  11.7776	1	   2.0493		9.614	2.276	4593.553	13.018			-107.060	1053.535	-4469.825	MoOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MoOR2S_L461.avi	  42378	  11.7835	1	   2.0551	72.895	6.148	1.724	2318.532	8.887	50.761	16.008	-356.678	-32.674	-2290.699	MoOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MoOR2S_L461.avi	  42484	  11.8129	1	   2.0846	222.434	25.760	2.009	4824.938	28.552	61.136	9.137	2306.091	4.602	-4238.154	MoOR2S	Ellen											Serranidae	Cephalopholis	argus	37311082	1	AD	Passing			
MoOR2S_L461.avi	  42505	  11.8188	1	   2.0904		18.704	0.025	6185.351	22.378			-2203.933	860.780	-5714.919	MoOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MoOR2S_L461.avi	  42558	  11.8335	1	   2.1052		12.278	7.555	5180.177	13.033			-1131.370	318.609	-5045.069	MoOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MoOR2S_L461.avi	  42624	  11.8519	1	   2.1235	121.923	16.458	1.163	7442.245	6.243	13.350	39.457	-273.774	761.648	-7398.104	MoOR2S	Ellen											Zanclidae	Zanclus	cornutus	37437001	1	AD	Passing		0.81	
MoOR2S_L461.avi	  42719	  11.8783	1	   2.1499		7.344	0.767	3871.068	23.073			-1501.010	239.896	-3560.139	MoOR2S	Ellen											Chaetodontidae	Chaetodon	pelewensis	37365049	1	AD	Passing	same species school (2) C		
MoOR2S_L461.avi	  42719	  11.8783	1	   2.1499		6.491	1.757	3638.785	26.008			-1587.904	174.504	-3269.383	MoOR2S	Ellen											Chaetodontidae	Chaetodon	pelewensis	37365049	1	AD	Passing	same species school (2) C		
MoOR2S_L461.avi	  42726	  11.8802	1	   2.1519	67.679	3.642	3.072	2490.921	10.094	20.108	17.006	-426.750	-91.979	-2452.369	MoOR2S	Ellen											Labridae	Stethojulis	bandanensis	37384154	1	AD	Passing			
MoOR2S_L461.avi	  42742	  11.8847	1	   2.1563	257.255	31.533	3.145	5789.814	5.358	39.649	9.930	65.623	536.602	-5764.521	MoOR2S	Ellen											Balistidae	Melichthys	vidua	37465058	1	AD	Passing		2.21	
MoOR2S_L461.avi	  42765	  11.8911	1	   2.1627		18.071	0.835	6264.748	13.167			1183.866	830.161	-6095.602	MoOR2S	Ellen											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			
MoOR2S_L461.avi	  42869	  11.9200	1	   2.1916		9.802	0.909	4641.339	10.368			658.339	539.025	-4562.682	MoOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MoOR2S_L461.avi	  43043	  11.9684	1	   2.2400		14.120	3.831	5626.519	9.771			-736.479	637.956	-5541.509	MoOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MoOR2S_L461.avi	  45293	  12.5940	2	   0.0142	78.828	5.683	1.310	2727.741	22.599	26.228	11.500	-994.629	-330.857	-2518.297	MoOR2S	Ellen											Cirrhitidae	Paracirrhites	arcatus	37374009	1	AD	Passing			
MoOR2S_L461.avi	  45422	  12.6299	2	   0.0501	59.692	2.750	5.204	3026.496	9.089	3.345	7.222	-432.076	-204.653	-2988.496	MoOR2S	Ellen											Labridae	Stethojulis	bandanensis	37384154	1	AD	Passing			
MoOR2S_L461.avi	  45585	  12.6752	2	   0.0954	75.759	3.635	1.608	2277.924	27.902	18.614	5.848	962.445	-458.286	-2013.110	MoOR2S	Ellen											Cirrhitidae	Paracirrhites	arcatus	37374009	1	AD	Passing			
MoOR2S_L461.avi	  45607	  12.6813	2	   0.1015	122.417	3.322	6.368	2960.419	5.703	10.931	1.974	294.174	2.550	-2945.766	MoOR2S	Ellen											Monacanthidae	Cantherhines	sandwichiensis	10000026	1	AD	Passing			
MoOR2S_L461.avi	  45729	  12.7152	2	   0.1354	185.821	11.963	3.454	3054.630	11.250	59.689	7.334	-594.582	39.910	-2995.938	MoOR2S	Ellen											Labridae	Gomphosus	varius	37384106	1	AD	Passing			
MoOR2S_L461.avi	  45787	  12.7313	2	   0.1515		4.221	1.551	2920.628	17.442			-875.393	7.622	-2786.341	MoOR2S	Ellen											Mullidae	Parupeneus	multifasciatus	37355026	1	AD	Passing			
MoOR2S_L461.avi	  45878	  12.7566	2	   0.1768	76.109	6.289	2.769	3129.668	28.193	0.764	14.458	-1471.781	141.975	-2758.355	MoOR2S	Ellen											Labridae	Thalassoma	lutescens	37384168	1	AD	Passing			
MoOR2S_L461.avi	  45888	  12.7594	2	   0.1796	66.808	4.651	1.535	2081.802	22.670	47.055	5.652	-798.292	-80.849	-1920.961	MoOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MoOR2S_L461.avi	  45955	  12.7781	2	   0.1983	66.253	4.260	1.130	1872.756	17.411	66.295	25.441	495.671	-261.413	-1786.949	MoOR2S	Ellen											Labridae	Stethojulis	bandanensis	37384154	1	AD	Passing			
MoOR2S_L461.avi	  45972	  12.7828	2	   0.2030		7.647	3.465	4207.232	4.108			27.381	323.023	-4194.724	MoOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MoOR2S_L461.avi	  46162	  12.8356	2	   0.2558	71.296	5.372	1.353	3785.486	9.727	13.615	16.615	-81.418	634.358	-3731.067	MoOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing		0.70	
MoOR2S_L461.avi	  46170	  12.8378	2	   0.2580	160.709	8.897	1.137	5113.040	10.328	11.744	7.238	-429.138	809.980	-5030.204	MoOR2S	Ellen											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			
MoOR2S_L461.avi	  46175	  12.8392	2	   0.2594	76.459	6.267	1.537	3418.078	13.729	17.554	14.075	718.579	376.475	-3320.417	MoOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MoOR2S_L461.avi	  46231	  12.8548	2	   0.2750	121.792	11.136	3.725	4281.694	6.644	23.145	3.610	-312.359	384.459	-4252.943	MoOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MoOR2S_L461.avi	  46266	  12.8645	2	   0.2847	59.157	4.442	1.568	3078.389	19.722	4.229	28.766	-1038.367	30.916	-2897.813	MoOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MoOR2S_L461.avi	  46268	  12.8651	2	   0.2853	286.548	41.227	1.994	5641.557	5.915	60.309	1.935	293.310	501.993	-5611.518	MoOR2S	Ellen											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			
MoOR2S_L461.avi	  46277	  12.8676	2	   0.2878	142.419	19.795	3.215	5742.205	8.118	23.264	5.042	494.818	642.422	-5684.660	MoOR2S	Ellen											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			
MoOR2S_L461.avi	  46366	  12.8923	2	   0.3125	100.543	8.515	2.217	4419.868	12.473	13.561	3.561	-747.732	593.396	-4315.554	MoOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MoOR2S_L461.avi	  46383	  12.8971	2	   0.3173	73.331	5.994	0.655	2525.971	6.148	46.157	33.093	-258.386	80.179	-2511.441	MoOR2S	Ellen											Cirrhitidae	Paracirrhites	arcatus	37374009	1	AD	Passing			
MoOR2S_L461.avi	  46464	  12.9196	2	   0.3398	101.861	3.153	1.707	2369.690	22.054	3.229	10.978	-866.792	200.877	-2196.304	MoOR2S	Ellen											Acanthuridae	Acanthurus	nigroris	37437015	1	AD	Passing			
MoOR2S_L461.avi	  46549	  12.9432	2	   0.3634	72.689	6.631	1.341	2434.442	22.696	53.214	11.319	937.295	-61.569	-2245.928	MoOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MoOR2S_L461.avi	  46563	  12.9471	2	   0.3673	44.454	1.532	1.227	1427.262	20.522	24.307	24.148	-459.878	-197.158	-1336.681	MoOR2S	Ellen											Labridae	Halichoeres	margaritaceus	37384113	1	AD	Passing			
MoOR2S_L461.avi	  46589	  12.9543	2	   0.3745		20.499	1.583	6740.011	11.810			828.259	1139.062	-6591.226	MoOR2S	Ellen											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			
MoOR2S_L461.avi	  46654	  12.9724	2	   0.3926	145.333	21.529	1.721	4347.887	24.026	59.050	11.606	1670.630	585.409	-3971.198	MoOR2S	Ellen											Chaetodontidae	Chaetodon	quadrimaculatus	10000019	1	AD	Passing	same species school (2) A		
MoOR2S_L461.avi	  46677	  12.9788	2	   0.3990	98.085	2.403	0.529	1682.951	23.819	33.334	21.443	647.425	-206.791	-1539.611	MoOR2S	Ellen											Cirrhitidae	Paracirrhites	arcatus	37374009	1	AD	Passing			
MoOR2S_L461.avi	  46718	  12.9902	2	   0.4104	54.635	4.778	2.312	3649.009	11.800	7.296	8.462	670.384	327.752	-3571.895	MoOR2S	Ellen											Chaetodontidae	Chaetodon	quadrimaculatus	10000019	1	AD	Passing	same species school (2) A		
MoOR2S_L461.avi	  46915	  13.0450	2	   0.4652	64.249	4.750	1.030	1926.622	18.246	84.078	26.800	559.177	-226.225	-1829.758	MoOR2S	Ellen											Cirrhitidae	Paracirrhites	arcatus	37374009	1	AD	Passing			
MoOR2S_L461.avi	  47043	  13.0806	2	   0.5008		6.277	1.194	3560.139	20.525			-1207.014	336.244	-3332.364	MoOR2S	Ellen											Cirrhitidae	Paracirrhites	arcatus	37374009	1	AD	Passing			
MoOR2S_L461.avi	  47088	  13.0931	2	   0.5133	115.912	16.869	0.849	5377.511	19.940	15.470	10.654	1769.844	480.439	-5055.142	MoOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MoOR2S_L461.avi	  47155	  13.1117	2	   0.5319	89.280	6.692	2.391	2372.596	12.002	53.303	11.918	-489.815	59.153	-2320.732	MoOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MoOR2S_L461.avi	  47393	  13.1779	2	   0.5981	74.254	3.557	1.176	2003.119	16.937	39.018	28.040	-580.408	-60.305	-1916.240	MoOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing		0.42	
MoOR2S_L461.avi	  47765	  13.2813	2	   0.7015	138.996	18.405	1.548	5001.942	28.367	19.008	3.509	2371.935	147.151	-4401.329	MoOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MoOR2S_L461.avi	  48006	  13.3483	2	   0.7685	39.749	5.023	3.301	2514.365	3.272	32.797	22.105	-93.742	-108.674	-2510.266	MoOR2S	Ellen											Microdesmidae	Nemateleotris	magnifica	37435008	1	AD	Passing			
MoOR2S_L461.avi	  48006	  13.3483	2	   0.7685	38.365	1.941	2.893	2514.107	2.531	6.698	0.790	-96.246	-55.305	-2511.655	MoOR2S	Ellen											Microdesmidae	Nemateleotris	magnifica	37435008	1	AD	Passing			
MoOR2S_L461.avi	  48075	  13.3675	2	   0.7877	109.884	13.416	2.828	4469.582	24.408	17.320	8.545	-1807.662	378.972	-4070.123	MoOR2S	Ellen											Acanthuridae	Acanthurus	nigroris	37437015	1	AD	Passing			
MoOR2S_L461.avi	  48096	  13.3734	2	   0.7936	111.787	16.041	2.016	4370.582	27.312	33.472	15.996	1995.348	200.388	-3883.352	MoOR2S	Ellen											Kyphosidae	Kyphosus	cinerascens	37361022	1	AD	Passing			
MoOR2S_L461.avi	  48104	  13.3756	2	   0.7958	62.126	5.262	3.970	2777.884	22.941	18.190	12.236	-1082.520	-24.056	-2558.165	MoOR2S	Ellen											Pomacanthidae	Centropyge	flavissima	37365026	1	AD	Passing			
MoOR2S_L461.avi	  48190	  13.3995	2	   0.8197	95.765	11.892	0.464	3599.042	15.493	36.901	6.324	-933.414	230.283	-3468.258	MoOR2S	Ellen											Acanthuridae	Acanthurus	nigroris	37437015	1	AD	Passing		0.52	
MoOR2S_L461.avi	  48202	  13.4028	2	   0.8230	176.488	40.927	3.149	6073.667	15.465	52.967	16.533	-1410.180	796.479	-5853.755	MoOR2S	Ellen											Acanthuridae	Acanthurus	nigroris	37437015	1	AD	Passing			
MoOR2S_L461.avi	  48209	  13.4048	2	   0.8250	106.982	10.803	3.547	3992.318	30.761	7.860	13.386	2027.414	242.624	-3430.645	MoOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MoOR2S_L461.avi	  48254	  13.4173	2	   0.8375		1.455	0.075	1614.365	26.861			590.436	-420.424	-1442.499	MoOR2S	Ellen											Cirrhitidae	Paracirrhites	arcatus	37374009	1	AD	Passing			
MoOR2S_L461.avi	  48280	  13.4245	2	   0.8447		5.737	1.096	3414.740	24.164			-1395.619	-61.026	-3115.922	MoOR2S	Ellen											Pomacanthidae	Centropyge	flavissima	37365026	1	AD	Passing			
MoOR2S_L461.avi	  48280	  13.4245	2	   0.8447		7.253	0.020	3865.090	26.060			-1696.694	84.749	-3471.739	MoOR2S	Ellen											Pomacanthidae	Centropyge	flavissima	37365026	1	AD	Passing			
MoOR2S_L461.avi	  48332	  13.4390	2	   0.8592	158.235	5.291	0.821	2997.703	23.256	6.459	0.656	1160.064	-234.984	-2754.135	MoOR2S	Ellen											Balistidae	Sufflamen	bursa	37465078	1	AD	Passing		0.79	
MoOR2S_L461.avi	  48349	  13.4437	2	   0.8639	91.807	6.199	9.076	3387.977	20.247	9.495	9.014	-1126.733	324.362	-3178.624	MoOR2S	Ellen											Acanthuridae	Acanthurus	nigroris	37437015	1	AD	Passing			
MoOR2S_L461.avi	  48382	  13.4529	2	   0.8731	125.550	10.328	2.113	2951.609	6.130	51.200	1.582	301.370	92.342	-2934.731	MoOR2S	Ellen											Acanthuridae	Acanthurus	nigroris	37437015	1	AD	Passing			
MoOR2S_L461.avi	  48382	  13.4529	2	   0.8731	91.433	7.364	2.101	2682.649	11.366	41.689	0.554	-522.530	80.464	-2630.036	MoOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MoOR2S_L461.avi	  48409	  13.4604	2	   0.8806	171.300	17.891	0.887	6854.425	13.334	8.439	5.333	1454.538	619.245	-6669.632	MoOR2S	Ellen											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			
MoOR2S_L461.avi	  48419	  13.4632	2	   0.8834	71.584	1.185	1.050	1492.747	21.542	7.916	4.572	345.463	-425.549	-1388.473	MoOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MoOR2S_L461.avi	  48424	  13.4646	2	   0.8848		3.091	0.004	2455.369	23.993			-996.663	-47.204	-2243.495	MoOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MoOR2S_L461.avi	  48444	  13.4701	2	   0.8903	116.550	5.683	0.898	2051.277	8.041	66.123	14.544	-1.491	-286.930	-2031.109	MoOR2S	Ellen											Labridae	Halichoeres	margaritaceus	37384113	1	AD	Passing			
MoOR2S_L461.avi	  48445	  13.4704	2	   0.8906	113.763	11.524	1.031	3461.180	4.047	39.403	5.337	-21.739	243.322	-3452.548	MoOR2S	Ellen											Acanthuridae	Acanthurus	nigroris	37437015	1	AD	Passing			
MoOR2S_L461.avi	  48499	  13.4854	2	   0.9056	115.355	1.275	2.735	1857.240	9.576	1.243	21.021	203.018	-232.882	-1831.363	MoOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MoOR2S_L461.avi	  48555	  13.5010	2	   0.9212	113.060	6.905	0.710	2887.423	23.147	31.336	15.709	-1126.829	136.089	-2654.985	MoOR2S	Ellen											Acanthuridae	Zebrasoma	scopas	37437036	1	AD	Passing			
MoOR2S_L461.avi	  48852	  13.5836	2	   1.0038	139.772	7.036	8.140	2725.616	14.698	37.497	3.861	-691.216	21.672	-2636.425	MoOR2S	Ellen											Cirrhitidae	Paracirrhites	arcatus	37374009	1	AD	Passing			
MoOR2S_L461.avi	  48920	  13.6025	2	   1.0227	70.069	9.659	2.481	3679.639	14.275	26.674	12.575	-849.805	317.801	-3566.031	MoOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MoOR2S_L461.avi	  48935	  13.6067	2	   1.0269	45.811	1.451	3.643	1866.139	14.856	4.562	2.402	318.782	-356.804	-1803.758	MoOR2S	Ellen											Pomacanthidae	Centropyge	flavissima	37365026	1	AD	Passing			
MoOR2S_L461.avi	  49135	  13.6623	2	   1.0825	93.703	5.239	0.275	2292.477	26.896	56.704	28.144	1034.514	-72.651	-2044.493	MoOR2S	Ellen											Labridae	Thalassoma	quinquevittatum	37384170	1	AD	Passing			
MoOR2S_L461.avi	  49643	  13.8035	2	   1.2237	74.689	1.544	1.250	1677.966	14.433	10.691	2.508	-383.163	-167.638	-1625.009	MoOR2S	Ellen											Cirrhitidae	Paracirrhites	arcatus	37374009	1	AD	Passing			
MoOR2S_L461.avi	  49670	  13.8110	2	   1.2312	162.908	20.877	2.865	5340.686	15.061	27.579	11.467	1358.315	284.365	-5157.232	MoOR2S	Ellen											Acanthuridae	Acanthurus	nigroris	37437015	1	AD	Passing			
