3D Point and Length Measurements

Generated: Tuesday, February 12, 2019 13:05:27

Filename	Frame	Time (mins)	Period	Period time (mins)	Length (mm)	Precision (mm)	RMS (mm)	Range (mm)	Direction (deg)	Horz. Dir. (deg)	Vert. Dir. (deg)	Mid X (mm)	Mid Y (mm)	Mid Z (mm)	OpCode	TapeReader	Depth	Comment									Family	Genus	Species	Code	Number	Stage	Activity	Comment	MAD	Incoming
NOL4S_L461.avi	 114795	  31.9194	6	   1.8733		9.701	2.463	4543.393	29.542			2240.059	0.349	-3952.791	NOL4S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
NOR2S_L461.avi	  37521	  10.4225	1	   0.0008		11.091	1.024	4916.541	14.512			1218.059	-158.932	-4760.614	NOR2S	Ellen											Acanthuridae	Ctenochaetus	flavicauda	10000021	1	AD	Passing			
NOR2S_L461.avi	  37702	  10.4727	1	   0.0511	191.273	4.738	16.742	3850.636	6.487	11.034	19.159	103.687	-422.512	-3825.981	NOR2S	Ellen											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			
NOR2S_L461.avi	  37730	  10.4805	1	   0.0589	110.927	6.662	0.265	2439.894	24.618	57.792	11.999	768.371	-665.312	-2218.119	NOR2S	Ellen											Labridae	Gomphosus	varius	37384106	1	AD	Passing			
NOR2S_L461.avi	  37792	  10.4977	1	   0.0761	105.028	1.788	0.369	2429.658	14.159	3.960	15.638	201.284	-559.216	-2355.844	NOR2S	Ellen											Labridae	Stethojulis	bandanensis	37384154	1	AD	Passing			
NOR2S_L461.avi	  37799	  10.4997	1	   0.0781	188.034	5.186	2.067	3560.151	9.544	14.842	16.882	152.402	-570.282	-3510.873	NOR2S	Ellen											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing		0.75	
NOR2S_L461.avi	  37847	  10.5130	1	   0.0914		23.678	9.915	7198.407	16.352			1969.666	-439.411	-6909.732	NOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
NOR2S_L461.avi	  37905	  10.5291	1	   0.1075		22.394	2.294	7051.505	13.336			1498.196	-595.912	-6864.693	NOR2S	Ellen											Acanthuridae	Acanthurus	nigricans	37437012	1	AD	Passing			
NOR2S_L461.avi	  37915	  10.5319	1	   0.1103		11.627	0.473	4893.110	19.988			1528.848	-653.314	-4601.992	NOR2S	Ellen											Acanthuridae	Acanthurus	nigricans	37437012	1	AD	Passing			
NOR2S_L461.avi	  37943	  10.5397	1	   0.1181		8.464	2.861	4233.281	14.049			773.718	-653.926	-4110.281	NOR2S	Ellen											Labridae	Halichoeres	trimaculatus	37384122	1	AD	Passing			
NOR2S_L461.avi	  37960	  10.5444	1	   0.1228	175.504	23.328	2.364	6623.082	23.183	3.377	11.211	2478.462	-809.360	-6088.299	NOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing		0.91	
NOR2S_L461.avi	  37976	  10.5488	1	   0.1272	144.396	11.462	3.640	5474.493	10.525	27.158	59.027	984.996	-172.566	-5382.386	NOR2S	Ellen											Acanthuridae	Acanthurus	nigricans	37437012	1	AD	Passing			
NOR2S_L461.avi	  37977	  10.5491	1	   0.1275	156.293	12.959	2.579	4949.844	22.926	4.448	2.848	1784.029	-731.528	-4558.844	NOR2S	Ellen											Acanthuridae	Acanthurus	nigricans	37437012	1	AD	Passing			
NOR2S_L461.avi	  38008	  10.5577	1	   0.1361	128.698	13.831	3.415	3559.645	24.325	66.290	27.701	1309.572	-659.547	-3243.623	NOR2S	Ellen											Chaetodontidae	Chaetodon	reticulatus	37365054	1	AD	Passing	same species school (2) A	0.3	
NOR2S_L461.avi	  38031	  10.5641	1	   0.1425	133.786	8.727	1.572	3362.912	28.258	25.809	1.384	1476.762	-595.022	-2962.145	NOR2S	Ellen											Chaetodontidae	Chaetodon	reticulatus	37365054	1	AD	Passing	same species school (2) A		
NOR2S_L461.avi	  38045	  10.5680	1	   0.1464	224.682	31.806	7.286	5566.470	21.404	61.357	32.757	2029.865	79.074	-5182.566	NOR2S	Ellen											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			
NOR2S_L461.avi	  38143	  10.5952	1	   0.1736		27.491	0.543	7757.778	14.779			1796.051	-790.008	-7505.545	NOR2S	Ellen											Acanthuridae	Naso	lituratus	37437029	1	AD	Passing			
NOR2S_L461.avi	  38151	  10.5975	1	   0.1758		18.795	4.826	6725.034	6.789			199.508	-733.104	-6681.978	NOR2S	Ellen											Pomacanthidae	Centropyge	flavissima	37365026	1	AD	Passing			
NOR2S_L461.avi	  38173	  10.6036	1	   0.1819	118.246	14.043	3.160	4748.451	10.877	24.502	16.295	658.323	-607.877	-4663.141	NOR2S	Ellen											Acanthuridae	Acanthurus	nigricans	37437012	1	AD	Passing		0.43	
NOR2S_L461.avi	  38197	  10.6102	1	   0.1886		7.540	1.946	4111.196	8.579			-223.785	-548.780	-4068.255	NOR2S	Ellen											Labridae	Coris	gaimard	37384094	1	AD	Passing			
NOR2S_L461.avi	  38214	  10.6150	1	   0.1933		10.369	2.771	4640.356	16.936			1078.555	-790.552	-4443.495	NOR2S	Ellen											Acanthuridae	Ctenochaetus	flavicauda	10000021	1	AD	Passing			
NOR2S_L461.avi	  38266	  10.6294	1	   0.2078	111.740	5.547	4.234	2229.184	24.469	54.117	5.252	-792.161	-474.390	-2028.964	NOR2S	Ellen											Labridae	Stethojulis	bandanensis	37384154	1	AD	Passing			
NOR2S_L461.avi	  38291	  10.6363	1	   0.2147	113.810	2.994	2.400	1930.761	17.023	31.842	4.872	-121.527	-552.025	-1846.169	NOR2S	Ellen											Labridae	Gomphosus	varius	37384106	1	AD	Passing			
NOR2S_L461.avi	  38293	  10.6369	1	   0.2153		25.047	8.660	7533.226	13.148			1689.023	-248.610	-7337.226	NOR2S	Ellen											Pomacanthidae	Centropyge	flavissima	37365026	1	AD	Passing			
NOR2S_L461.avi	  38340	  10.6500	1	   0.2283		14.271	7.166	5457.860	20.773			1854.758	-526.083	-5106.011	NOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
NOR2S_L461.avi	  38356	  10.6544	1	   0.2328		15.262	2.779	5613.646	25.017			2284.962	-615.990	-5090.435	NOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
NOR2S_L461.avi	  38363	  10.6563	1	   0.2347		15.067	1.083	5572.257	25.427			2297.911	-638.808	-5036.028	NOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
NOR2S_L461.avi	  38378	  10.6605	1	   0.2389		13.267	0.749	5330.515	18.737			1702.865	-152.274	-5048.906	NOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
NOR2S_L461.avi	  38409	  10.6691	1	   0.2475		15.663	0.121	6053.845	7.781			698.832	-395.485	-6000.356	NOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
NOR2S_L461.avi	  38410	  10.6694	1	   0.2478	121.382	3.376	2.512	2851.815	13.416	13.301	25.263	345.454	-564.328	-2773.994	NOR2S	Ellen											Acanthuridae	Ctenochaetus	flavicauda	10000021	1	AD	Passing			
NOR2S_L461.avi	  38417	  10.6713	1	   0.2497		21.872	5.774	6958.085	15.879			1891.050	-183.591	-6693.667	NOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
NOR2S_L461.avi	  38417	  10.6713	1	   0.2497		18.541	3.317	6467.084	12.244			1328.095	-308.034	-6321.745	NOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
NOR2S_L461.avi	  38424	  10.6733	1	   0.2517		12.483	1.463	5080.162	19.225			1502.959	-708.177	-4800.796	NOR2S	Ellen											Pomacanthidae	Centropyge	flavissima	37365026	1	AD	Passing			
NOR2S_L461.avi	  38475	  10.6875	1	   0.2658	114.264	3.916	4.441	2482.695	20.645	22.363	22.339	679.250	-552.132	-2323.262	NOR2S	Ellen											Acanthuridae	Ctenochaetus	flavicauda	10000021	1	AD	Passing			
NOR2S_L461.avi	  38496	  10.6933	1	   0.2717	194.390	10.109	0.995	4480.769	13.277	16.647	21.994	1025.414	-86.416	-4361.003	NOR2S	Ellen											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			
NOR2S_L461.avi	  38606	  10.7238	1	   0.3022		11.468	1.157	4962.092	16.669			1401.515	-222.533	-4754.849	NOR2S	Ellen											Acanthuridae	Acanthurus	nigricans	37437012	1	AD	Passing			
NOR2S_L461.avi	  38608	  10.7244	1	   0.3028		14.959	1.815	5660.159	18.830			1803.987	-259.200	-5358.717	NOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
NOR2S_L461.avi	  38609	  10.7247	1	   0.3031		15.903	1.183	5878.049	15.814			1582.373	279.809	-5654.137	NOR2S	Ellen											Chaetodontidae	Chaetodon	quadrimaculatus	10000019	1	AD	Passing			
NOR2S_L461.avi	  38609	  10.7247	1	   0.3031		25.369	7.877	7487.566	16.359			2104.908	169.562	-7183.611	NOR2S	Ellen											Chaetodontidae	Chaetodon	quadrimaculatus	10000019	1	AD	Passing			
NOR2S_L461.avi	  38631	  10.7308	1	   0.3092	173.640	22.792	1.001	5320.606	19.383	29.870	5.715	1752.538	-216.363	-5019.028	NOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing		0.45	
NOR2S_L461.avi	  38634	  10.7316	1	   0.3100		14.881	1.383	5707.816	15.888			1561.845	-17.269	-5489.945	NOR2S	Ellen											Acanthuridae	Ctenochaetus	flavicauda	10000021	1	AD	Passing			
NOR2S_L461.avi	  38634	  10.7316	1	   0.3100		11.661	2.105	4996.663	15.812			1293.605	-398.307	-4809.842	NOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
NOR2S_L461.avi	  38636	  10.7322	1	   0.3106	195.865	20.908	0.282	4843.505	16.672	37.260	15.947	1388.558	52.846	-4639.898	NOR2S	Ellen											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			
NOR2S_L461.avi	  38638	  10.7327	1	   0.3111	203.500	20.582	4.296	5447.541	15.612	24.976	9.601	1438.657	-281.965	-5246.567	NOR2S	Ellen											Balistidae	Melichthys	vidua	37465058	1	AD	Passing		0.3	
NOR2S_L461.avi	  38643	  10.7341	1	   0.3125	177.672	21.706	2.042	6784.046	18.789	1.338	4.852	2182.309	-108.115	-6422.548	NOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
NOR2S_L461.avi	  38698	  10.7494	1	   0.3278	204.050	9.778	7.480	4017.046	23.696	8.851	2.540	1601.963	-199.908	-3678.370	NOR2S	Ellen											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			
NOR2S_L461.avi	  38730	  10.7583	1	   0.3367		12.753	1.669	5219.899	17.656			1548.952	-300.527	-4975.719	NOR2S	Ellen											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			
NOR2S_L461.avi	  38763	  10.7675	1	   0.3458	192.157	19.022	1.696	5758.874	19.372	14.810	13.547	1910.041	28.832	-5432.820	NOR2S	Ellen											Labridae	Halichoeres	marginatus	37384114	1	AD	Passing		0.38	
NOR2S_L461.avi	  38796	  10.7766	1	   0.3550	142.594	16.369	1.482	4845.104	19.577	22.992	9.903	1622.501	-55.188	-4565.027	NOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
NOR2S_L461.avi	  38808	  10.7800	1	   0.3583	218.777	13.174	1.153	4745.056	20.229	14.327	12.254	1631.698	171.539	-4452.380	NOR2S	Ellen											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			
NOR2S_L461.avi	  38823	  10.7841	1	   0.3625		17.724	0.704	6159.505	18.961			1983.810	296.529	-5823.751	NOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
NOR2S_L461.avi	  38839	  10.7886	1	   0.3669		7.615	0.431	4001.877	17.116			1162.697	-166.929	-3825.610	NOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
NOR2S_L461.avi	  38841	  10.7891	1	   0.3675	171.329	3.736	4.769	3289.231	12.095	0.630	15.619	688.174	-37.180	-3216.221	NOR2S	Ellen											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			
NOR2S_L461.avi	  38844	  10.7900	1	   0.3683	158.908	15.801	4.287	5261.447	17.458	15.751	6.217	1567.785	183.082	-5019.099	NOR2S	Ellen											Acanthuridae	Acanthurus	nigricans	37437012	1	AD	Passing			
NOR2S_L461.avi	  38872	  10.7977	1	   0.3761	98.872	10.970	4.677	4223.854	23.612	10.780	4.962	-1675.987	230.905	-3870.232	NOR2S	Ellen											Pomacanthidae	Centropyge	flavissima	37365026	1	AD	Passing			
NOR2S_L461.avi	  38873	  10.7980	1	   0.3764	149.884	11.484	0.996	4554.926	18.969	12.064	2.527	1474.441	135.267	-4307.561	NOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
NOR2S_L461.avi	  38888	  10.8022	1	   0.3806		13.821	2.718	5448.577	17.602			1639.735	189.992	-5192.511	NOR2S	Ellen											Acanthuridae	Zebrasoma	scopas	37437036	1	AD	Passing			
NOR2S_L461.avi	  38889	  10.8025	1	   0.3808	201.354	10.221	2.700	3566.628	3.725	31.669	5.281	131.808	190.542	-3559.095	NOR2S	Ellen											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			
NOR2S_L461.avi	  38890	  10.8027	1	   0.3811	183.766	19.412	0.721	5197.692	19.979	23.710	1.742	1766.992	177.756	-4884.890	NOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
NOR2S_L461.avi	  38895	  10.8041	1	   0.3825	144.262	13.092	2.503	4177.049	20.588	25.482	3.321	1453.398	212.238	-3910.285	NOR2S	Ellen											Acanthuridae	Acanthurus	nigricans	37437012	1	AD	Passing			
NOR2S_L461.avi	  38907	  10.8075	1	   0.3858	158.099	8.112	1.911	3909.844	19.299	9.295	10.036	1291.550	40.365	-3690.142	NOR2S	Ellen											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			
NOR2S_L461.avi	  38929	  10.8136	1	   0.3919	163.662	9.308	0.323	3823.467	18.625	18.468	3.729	1220.780	-28.330	-3623.230	NOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
NOR2S_L461.avi	  38931	  10.8141	1	   0.3925	144.903	12.450	0.928	5121.520	19.359	4.252	18.014	1693.834	114.794	-4831.947	NOR2S	Ellen											Acanthuridae	Acanthurus	nigricans	37437012	1	AD	Passing			
NOR2S_L461.avi	  38933	  10.8147	1	   0.3931	101.278	11.144	0.748	3780.006	6.916	30.305	4.367	444.225	-99.121	-3752.504	NOR2S	Ellen											Acanthuridae	Ctenochaetus	flavicauda	10000021	1	AD	Passing		2.0	
NOR2S_L461.avi	  38935	  10.8152	1	   0.3936		5.950	0.884	3562.726	12.411			-760.562	-69.612	-3479.901	NOR2S	Ellen											Acanthuridae	Ctenochaetus	flavicauda	10000021	1	AD	Passing			
NOR2S_L461.avi	  38965	  10.8236	1	   0.4019	155.451	13.400	1.227	5248.131	20.295	0.631	16.578	1811.198	181.975	-4922.329	NOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
NOR2S_L461.avi	  38967	  10.8241	1	   0.4025	186.492	16.744	1.175	4625.657	21.325	27.270	3.104	1682.106	-12.540	-4308.952	NOR2S	Ellen											Mullidae	Parupeneus	multifasciatus	37355026	1	AD	Passing			
NOR2S_L461.avi	  38967	  10.8241	1	   0.4025	152.106	21.171	2.530	6271.832	21.998	6.368	15.391	2346.106	122.258	-5815.214	NOR2S	Ellen											Acanthuridae	Acanthurus	nigricans	37437012	1	AD	Passing			
NOR2S_L461.avi	  38968	  10.8244	1	   0.4028	140.193	14.161	1.039	5032.266	22.985	4.970	13.018	1965.019	16.233	-4632.725	NOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
NOR2S_L461.avi	  38982	  10.8283	1	   0.4067		16.885	0.796	6013.532	21.443			2196.332	-65.828	-5597.711	NOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
NOR2S_L461.avi	  38988	  10.8300	1	   0.4083		13.373	1.263	5648.410	5.505			541.618	45.957	-5622.194	NOR2S	Ellen											Acanthuridae	Acanthurus	nigricans	37437012	1	AD	Passing			
NOR2S_L461.avi	  39000	  10.8333	1	   0.4117	154.750	9.777	1.182	4608.873	20.877	8.216	34.729	1641.968	-40.079	-4306.280	NOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
NOR2S_L461.avi	  39014	  10.8372	1	   0.4156	154.738	17.894	1.411	4602.372	17.611	33.468	12.417	1388.922	98.717	-4386.682	NOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
NOR2S_L461.avi	  39017	  10.8380	1	   0.4164	167.853	11.246	1.330	4198.671	21.178	17.372	11.116	1509.290	-151.217	-3915.101	NOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
NOR2S_L461.avi	  39023	  10.8397	1	   0.4181	160.657	9.142	0.894	4053.432	20.768	8.490	1.991	1437.173	18.710	-3790.052	NOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing		1.88	
NOR2S_L461.avi	  39028	  10.8411	1	   0.4194	144.594	10.028	2.049	3930.255	20.755	19.658	15.227	1370.068	-250.459	-3675.199	NOR2S	Ellen											Acanthuridae	Zebrasoma	scopas	37437036	1	AD	Passing			
NOR2S_L461.avi	  39033	  10.8425	1	   0.4208	136.576	13.550	0.596	4967.602	4.950	21.229	14.667	428.252	-18.059	-4949.075	NOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
NOR2S_L461.avi	  39034	  10.8427	1	   0.4211	120.368	9.361	4.555	2786.494	24.821	71.848	18.373	-1163.495	-120.479	-2529.093	NOR2S	Ellen											Acanthuridae	Ctenochaetus	flavicauda	10000021	1	AD	Passing			
NOR2S_L461.avi	  39036	  10.8433	1	   0.4217	175.849	15.603	2.482	4116.596	26.082	38.718	10.614	1793.025	-246.668	-3697.374	NOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
NOR2S_L461.avi	  39045	  10.8458	1	   0.4242	137.847	7.684	4.182	2941.866	20.562	33.705	3.782	-1031.962	-51.470	-2754.447	NOR2S	Ellen											Acanthuridae	Ctenochaetus	flavicauda	10000021	1	AD	Passing		1.01	
NOR2S_L461.avi	  39063	  10.8508	1	   0.4292	173.027	13.461	2.655	4217.650	0.570	29.898	7.348	-37.808	18.142	-4217.442	NOR2S	Ellen											Acanthuridae	Acanthurus	nigricans	37437012	1	AD	Passing			
NOR2S_L461.avi	  39071	  10.8530	1	   0.4314	159.307	8.955	0.938	4189.607	20.759	3.503	15.768	1484.153	-47.919	-3917.627	NOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
NOR2S_L461.avi	  39075	  10.8541	1	   0.4325	141.555	5.941	0.143	3184.279	22.095	9.208	0.712	1179.539	-208.132	-2950.424	NOR2S	Ellen											Chaetodontidae	Forcipiger	flavissimus	37365068	1	AD	Passing			
NOR2S_L461.avi	  39079	  10.8552	1	   0.4336	165.312	14.676	3.129	3846.146	2.623	40.811	4.120	-111.488	-136.195	-3842.117	NOR2S	Ellen											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			
NOR2S_L461.avi	  39082	  10.8561	1	   0.4344		11.150	5.419	5122.828	5.970			500.268	-155.481	-5095.971	NOR2S	Ellen											Acanthuridae	Acanthurus	nigricans	37437012	1	AD	Passing			
NOR2S_L461.avi	  39088	  10.8577	1	   0.4361	101.569	4.747	2.555	2418.665	19.898	28.992	0.465	-770.478	-289.833	-2274.269	NOR2S	Ellen											Acanthuridae	Ctenochaetus	flavicauda	10000021	1	AD	Passing			
NOR2S_L461.avi	  39088	  10.8577	1	   0.4361		7.565	0.809	3943.029	24.057			1588.326	-226.851	-3601.838	NOR2S	Ellen											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			
NOR2S_L461.avi	  39099	  10.8608	1	   0.4392	239.194	11.566	1.244	3766.877	23.413	28.946	7.023	1495.620	-58.980	-3456.733	NOR2S	Ellen											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			
NOR2S_L461.avi	  39099	  10.8608	1	   0.4392	109.953	3.407	1.576	2910.509	10.562	8.927	5.107	-525.178	-93.771	-2861.199	NOR2S	Ellen											Acanthuridae	Ctenochaetus	flavicauda	10000021	1	AD	Passing		0.76	
NOR2S_L461.avi	  39115	  10.8652	1	   0.4436	154.622	4.784	1.191	4156.385	8.797	4.066	9.918	610.256	177.866	-4107.491	NOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing		0.78	
NOR2S_L461.avi	  39136	  10.8711	1	   0.4494	96.557	5.189	4.146	2786.425	24.015	20.974	25.628	-1124.698	144.946	-2545.232	NOR2S	Ellen											Acanthuridae	Ctenochaetus	flavicauda	10000021	1	AD	Passing		1.23	
NOR2S_L461.avi	  39173	  10.8813	1	   0.4597	149.622	6.846	0.871	3206.596	28.924	6.789	11.147	1539.999	-183.135	-2806.621	NOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
NOR2S_L461.avi	  39197	  10.8880	1	   0.4664	149.793	4.868	1.385	3385.515	13.305	8.653	4.045	756.806	-185.172	-3294.642	NOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
NOR2S_L461.avi	  39207	  10.8908	1	   0.4692	146.143	3.922	0.548	2951.467	16.119	7.373	3.252	748.896	-332.566	-2835.438	NOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
NOR2S_L461.avi	  39217	  10.8936	1	   0.4719		6.601	1.056	3673.783	17.899			1025.624	-453.140	-3498.491	NOR2S	Ellen											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			
NOR2S_L461.avi	  39222	  10.8950	1	   0.4733	144.650	7.428	4.851	3452.564	26.468	7.061	15.934	-1528.080	181.110	-3090.691	NOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
NOR2S_L461.avi	  39225	  10.8958	1	   0.4742	151.640	9.515	5.722	5116.959	14.347	0.190	13.789	-1241.180	258.976	-4957.386	NOR2S	Ellen											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			
NOR2S_L461.avi	  39238	  10.8994	1	   0.4778	155.198	3.665	0.886	2785.693	15.512	9.114	7.998	708.324	-230.967	-2684.216	NOR2S	Ellen											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			
NOR2S_L461.avi	  39241	  10.9002	1	   0.4786	144.211	2.170	0.815	2371.772	5.592	10.375	14.751	186.690	-136.266	-2360.484	NOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing		0.3	
NOR2S_L461.avi	  39250	  10.9027	1	   0.4811	128.552	4.030	0.815	2752.828	5.233	18.861	7.996	103.032	-228.952	-2741.355	NOR2S	Ellen											Chaetodontidae	Forcipiger	flavissimus	37365068	1	AD	Passing		0.41	
NOR2S_L461.avi	  39258	  10.9050	1	   0.4833	167.928	11.663	3.769	4751.902	21.684	6.221	16.373	1686.056	-489.701	-4415.652	NOR2S	Ellen											Acanthuridae	Acanthurus	nigricans	37437012	1	AD	Passing			
NOR2S_L461.avi	  39351	  10.9308	1	   0.5092	125.269	2.272	0.880	1560.858	14.517	40.182	27.153	-260.789	-291.659	-1511.027	NOR2S	Ellen											Acanthuridae	Acanthurus	nigricans	37437012	1	AD	Passing			
NOR2S_L461.avi	  39369	  10.9358	1	   0.5142	150.662	3.940	0.749	2173.031	12.524	34.349	17.581	14.794	-471.001	-2121.321	NOR2S	Ellen											Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
NOR2S_L461.avi	  39377	  10.9380	1	   0.5164	132.762	3.823	0.871	2525.450	20.388	18.691	3.766	655.379	-586.989	-2367.239	NOR2S	Ellen											Chaetodontidae	Forcipiger	flavissimus	37365068	1	AD	Passing			
NOR2S_L461.avi	  39399	  10.9441	1	   0.5225		9.781	3.629	4530.351	27.368			-2082.014	-28.639	-4023.491	NOR2S	Ellen											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			
NOR2S_L461.avi	  39571	  10.9919	1	   0.5703		19.208	1.483	6628.108	11.291			1277.001	-195.338	-6500.994	NOR2S	Ellen											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			
NOR2S_L461.avi	  39600	  11.0000	1	   0.5783		2.958	0.794	2364.247	26.003			-902.756	-497.747	-2127.661	NOR2S	Ellen											Acanthuridae	Ctenochaetus	flavicauda	10000021	1	AD	Passing			
NOR2S_L461.avi	  39602	  11.0005	1	   0.5789		18.942	5.692	6496.120	14.490			1616.182	-138.172	-6290.345	NOR2S	Ellen											Acanthuridae	Ctenochaetus	flavicauda	10000021	1	AD	Passing			
NOR2S_L461.avi	  39610	  11.0027	1	   0.5811		17.580	0.506	6398.210	8.520			927.437	230.521	-6326.437	NOR2S	Ellen											Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			
NOR2S_L461.avi	  39611	  11.0030	1	   0.5814		20.072	1.703	6575.214	21.222			2377.021	-88.114	-6129.882	NOR2S	Ellen											Acanthuridae	Acanthurus	nigricans	37437012	1	AD	Passing			
NOR2S_L461.avi	  39692	  11.0255	1	   0.6039		13.515	1.170	5481.258	13.249			1254.970	-26.541	-5335.591	NOR2S	Ellen											Acanthuridae	Ctenochaetus	flavicauda	10000021	1	AD	Passing			
NOR2S_L461.avi	  39734	  11.0372	1	   0.6156		11.224	3.751	5137.165	6.133			532.421	-105.550	-5108.410	NOR2S	Ellen											Acanthuridae	Ctenochaetus	flavicauda	10000021	1	AD	Passing			
NOR2S_L461.avi	  39775	  11.0486	1	   0.6269	147.106	17.186	2.546	4324.356	13.819	38.336	13.978	-1019.040	-168.423	-4199.195	NOR2S	Ellen											Acanthuridae	Ctenochaetus	flavicauda	10000021	1	AD	Passing		2.21	
NOR2S_L461.avi	  39794	  11.0538	1	   0.6322		12.874	4.967	5208.411	23.459			-2068.446	-117.089	-4778.637	NOR2S	Ellen											Pomacanthidae	Centropyge	flavissima	37365026	1	AD	Passing			
NOR2S_L461.avi	  39866	  11.0738	1	   0.6522		5.908	0.206	3410.782	24.532			1262.583	-624.489	-3106.338	NOR2S	Ellen											Acanthuridae	Ctenochaetus	flavicauda	10000021	1	AD	Passing			
NOR2S_L461.avi	  40000	  11.1111	1	   0.6894		3.684	0.506	2654.622	24.864			913.262	-628.542	-2412.033	NOR2S	Ellen											Acanthuridae	Ctenochaetus	flavicauda	10000021	1	AD	Passing			
NOR2S_L461.avi	  40010	  11.1138	1	   0.6922		4.090	2.357	2830.044	20.498			-897.702	-405.322	-2653.111	NOR2S	Ellen											Labridae	Gomphosus	varius	37384106	1	AD	Passing			
NOR2S_L461.avi	  40019	  11.1163	1	   0.6947		25.754	4.663	7923.955	6.091			839.499	89.433	-7878.852	NOR2S	Ellen											Acanthuridae	Acanthurus	nigricans	37437012	1	AD	Passing			
NOR2S_L461.avi	  40089	  11.1358	1	   0.7142		20.415	10.519	6588.708	18.726			-2068.029	478.564	-6237.412	NOR2S	Ellen											Acanthuridae	Acanthurus	nigricans	37437012	1	AD	Passing			
